filename,class
fer0000004.png,neutral
fer0000005.png,neutral
fer0000006.png,sadness
fer0000008.png,happiness
fer0000009.png,surprise
fer0000010.png,anger
fer0000010.png,anger
fer0000014.png,happiness
fer0000015.png,surprise
fer0000016.png,happiness
fer0000020.png,neutral
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000021.png,fear
fer0000022.png,anger
fer0000022.png,anger
fer0000024.png,happiness
fer0000025.png,happiness
fer0000027.png,anger
fer0000027.png,anger
fer0000028.png,happiness
fer0000029.png,surprise
fer0000030.png,happiness
fer0000031.png,neutral
fer0000032.png,happiness
fer0000033.png,neutral
fer0000034.png,happiness
fer0000035.png,neutral
fer0000037.png,neutral
fer0000038.png,anger
fer0000038.png,anger
fer0000039.png,happiness
fer0000040.png,sadness
fer0000042.png,sadness
fer0000043.png,anger
fer0000043.png,anger
fer0000044.png,neutral
fer0000045.png,surprise
fer0000046.png,happiness
fer0000047.png,neutral
fer0000049.png,sadness
fer0000050.png,neutral
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000051.png,fear
fer0000054.png,sadness
fer0000055.png,surprise
fer0000057.png,happiness
fer0000058.png,neutral
fer0000060.png,surprise
fer0000061.png,happiness
fer0000062.png,sadness
fer0000064.png,neutral
fer0000066.png,happiness
fer0000067.png,anger
fer0000067.png,anger
fer0000069.png,sadness
fer0000071.png,sadness
fer0000075.png,anger
fer0000075.png,anger
fer0000076.png,neutral
fer0000077.png,surprise
fer0000078.png,neutral
fer0000079.png,happiness
fer0000080.png,surprise
fer0000081.png,happiness
fer0000082.png,neutral
fer0000083.png,sadness
fer0000084.png,neutral
fer0000087.png,surprise
fer0000088.png,neutral
fer0000089.png,happiness
fer0000093.png,neutral
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000095.png,fear
fer0000096.png,happiness
fer0000097.png,neutral
fer0000098.png,happiness
fer0000099.png,happiness
fer0000101.png,neutral
fer0000102.png,happiness
fer0000106.png,anger
fer0000106.png,anger
fer0000107.png,surprise
fer0000109.png,sadness
fer0000113.png,neutral
fer0000114.png,sadness
fer0000115.png,neutral
fer0000116.png,anger
fer0000116.png,anger
fer0000117.png,happiness
fer0000119.png,anger
fer0000119.png,anger
fer0000120.png,sadness
fer0000121.png,neutral
fer0000123.png,happiness
fer0000124.png,happiness
fer0000127.png,surprise
fer0000129.png,sadness
fer0000130.png,sadness
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000131.png,fear
fer0000132.png,happiness
fer0000133.png,neutral
fer0000134.png,neutral
fer0000136.png,anger
fer0000136.png,anger
fer0000137.png,neutral
fer0000140.png,neutral
fer0000141.png,happiness
fer0000142.png,happiness
fer0000143.png,happiness
fer0000144.png,happiness
fer0000146.png,anger
fer0000146.png,anger
fer0000147.png,neutral
fer0000148.png,surprise
fer0000150.png,anger
fer0000150.png,anger
fer0000151.png,neutral
fer0000152.png,happiness
fer0000153.png,neutral
fer0000154.png,surprise
fer0000155.png,happiness
fer0000158.png,sadness
fer0000159.png,surprise
fer0000160.png,neutral
fer0000161.png,happiness
fer0000166.png,happiness
fer0000168.png,neutral
fer0000170.png,sadness
fer0000171.png,neutral
fer0000174.png,surprise
fer0000175.png,surprise
fer0000176.png,neutral
fer0000177.png,surprise
fer0000178.png,anger
fer0000178.png,anger
fer0000180.png,surprise
fer0000184.png,neutral
fer0000185.png,anger
fer0000185.png,anger
fer0000186.png,happiness
fer0000187.png,neutral
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000189.png,fear
fer0000190.png,surprise
fer0000191.png,surprise
fer0000192.png,surprise
fer0000193.png,surprise
fer0000194.png,neutral
fer0000198.png,surprise
fer0000199.png,sadness
fer0000200.png,sadness
fer0000202.png,neutral
fer0000203.png,sadness
fer0000204.png,surprise
fer0000205.png,happiness
fer0000206.png,happiness
fer0000207.png,surprise
fer0000210.png,neutral
fer0000211.png,sadness
fer0000213.png,happiness
fer0000214.png,happiness
fer0000216.png,neutral
fer0000217.png,happiness
fer0000218.png,happiness
fer0000220.png,neutral
fer0000221.png,neutral
fer0000222.png,neutral
fer0000223.png,surprise
fer0000224.png,anger
fer0000224.png,anger
fer0000226.png,surprise
fer0000229.png,surprise
fer0000230.png,sadness
fer0000231.png,happiness
fer0000232.png,anger
fer0000232.png,anger
fer0000233.png,happiness
fer0000235.png,neutral
fer0000236.png,surprise
fer0000237.png,sadness
fer0000240.png,sadness
fer0000241.png,anger
fer0000241.png,anger
fer0000242.png,neutral
fer0000244.png,anger
fer0000244.png,anger
fer0000245.png,neutral
fer0000246.png,happiness
fer0000247.png,anger
fer0000247.png,anger
fer0000250.png,surprise
fer0000251.png,surprise
fer0000252.png,happiness
fer0000255.png,surprise
fer0000256.png,surprise
fer0000259.png,surprise
fer0000261.png,neutral
fer0000263.png,sadness
fer0000264.png,happiness
fer0000267.png,neutral
fer0000268.png,surprise
fer0000270.png,neutral
fer0000273.png,neutral
fer0000274.png,anger
fer0000274.png,anger
fer0000275.png,surprise
fer0000276.png,happiness
fer0000278.png,surprise
fer0000281.png,happiness
fer0000282.png,happiness
fer0000283.png,happiness
fer0000284.png,happiness
fer0000285.png,neutral
fer0000288.png,neutral
fer0000289.png,neutral
fer0000290.png,happiness
fer0000295.png,happiness
fer0000296.png,sadness
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000298.png,disgust
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000299.png,fear
fer0000301.png,surprise
fer0000302.png,happiness
fer0000303.png,surprise
fer0000304.png,sadness
fer0000306.png,anger
fer0000306.png,anger
fer0000311.png,neutral
fer0000312.png,sadness
fer0000313.png,sadness
fer0000314.png,happiness
fer0000315.png,surprise
fer0000317.png,sadness
fer0000318.png,surprise
fer0000320.png,sadness
fer0000321.png,surprise
fer0000322.png,neutral
fer0000325.png,happiness
fer0000327.png,surprise
fer0000328.png,surprise
fer0000329.png,surprise
fer0000330.png,happiness
fer0000331.png,surprise
fer0000332.png,happiness
fer0000333.png,happiness
fer0000334.png,happiness
fer0000335.png,surprise
fer0000336.png,neutral
fer0000338.png,sadness
fer0000340.png,sadness
fer0000341.png,anger
fer0000341.png,anger
fer0000342.png,neutral
fer0000344.png,surprise
fer0000345.png,neutral
fer0000346.png,neutral
fer0000348.png,anger
fer0000348.png,anger
fer0000349.png,sadness
fer0000351.png,sadness
fer0000353.png,surprise
fer0000354.png,anger
fer0000354.png,anger
fer0000355.png,happiness
fer0000356.png,surprise
fer0000357.png,sadness
fer0000358.png,sadness
fer0000359.png,neutral
fer0000360.png,neutral
fer0000361.png,surprise
fer0000362.png,sadness
fer0000363.png,happiness
fer0000364.png,anger
fer0000364.png,anger
fer0000366.png,surprise
fer0000367.png,sadness
fer0000368.png,anger
fer0000368.png,anger
fer0000370.png,happiness
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000371.png,fear
fer0000372.png,neutral
fer0000373.png,anger
fer0000373.png,anger
fer0000378.png,neutral
fer0000379.png,happiness
fer0000380.png,surprise
fer0000381.png,neutral
fer0000382.png,neutral
fer0000384.png,sadness
fer0000386.png,anger
fer0000386.png,anger
fer0000388.png,neutral
fer0000390.png,sadness
fer0000391.png,surprise
fer0000394.png,neutral
fer0000396.png,neutral
fer0000399.png,sadness
fer0000401.png,neutral
fer0000402.png,sadness
fer0000403.png,anger
fer0000403.png,anger
fer0000404.png,neutral
fer0000408.png,sadness
fer0000409.png,anger
fer0000409.png,anger
fer0000410.png,surprise
fer0000411.png,anger
fer0000411.png,anger
fer0000412.png,surprise
fer0000413.png,sadness
fer0000415.png,sadness
fer0000416.png,happiness
fer0000417.png,neutral
fer0000419.png,neutral
fer0000420.png,surprise
fer0000421.png,neutral
fer0000423.png,surprise
fer0000424.png,surprise
fer0000425.png,sadness
fer0000427.png,sadness
fer0000428.png,sadness
fer0000429.png,sadness
fer0000430.png,neutral
fer0000433.png,anger
fer0000433.png,anger
fer0000434.png,surprise
fer0000436.png,happiness
fer0000437.png,surprise
fer0000439.png,happiness
fer0000440.png,neutral
fer0000442.png,surprise
fer0000446.png,neutral
fer0000447.png,sadness
fer0000448.png,neutral
fer0000451.png,anger
fer0000451.png,anger
fer0000452.png,happiness
fer0000453.png,neutral
fer0000456.png,neutral
fer0000458.png,neutral
fer0000460.png,neutral
fer0000463.png,anger
fer0000463.png,anger
fer0000464.png,happiness
fer0000468.png,neutral
fer0000469.png,anger
fer0000469.png,anger
fer0000470.png,surprise
fer0000472.png,sadness
fer0000473.png,surprise
fer0000475.png,anger
fer0000475.png,anger
fer0000476.png,sadness
fer0000478.png,anger
fer0000478.png,anger
fer0000479.png,surprise
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000480.png,disgust
fer0000481.png,neutral
fer0000482.png,sadness
fer0000484.png,happiness
fer0000485.png,sadness
fer0000486.png,happiness
fer0000487.png,surprise
fer0000488.png,happiness
fer0000491.png,surprise
fer0000492.png,neutral
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000495.png,contempt
fer0000496.png,surprise
fer0000499.png,neutral
fer0000500.png,neutral
fer0000501.png,neutral
fer0000502.png,neutral
fer0000503.png,sadness
fer0000505.png,surprise
fer0000507.png,neutral
fer0000508.png,surprise
fer0000509.png,happiness
fer0000510.png,happiness
fer0000512.png,sadness
fer0000514.png,sadness
fer0000516.png,surprise
fer0000520.png,sadness
fer0000521.png,surprise
fer0000524.png,surprise
fer0000526.png,neutral
fer0000527.png,surprise
fer0000528.png,sadness
fer0000529.png,happiness
fer0000530.png,happiness
fer0000532.png,sadness
fer0000533.png,neutral
fer0000536.png,sadness
fer0000537.png,happiness
fer0000538.png,happiness
fer0000539.png,neutral
fer0000540.png,neutral
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000543.png,fear
fer0000548.png,sadness
fer0000549.png,neutral
fer0000550.png,neutral
fer0000551.png,happiness
fer0000552.png,surprise
fer0000554.png,sadness
fer0000556.png,anger
fer0000556.png,anger
fer0000559.png,happiness
fer0000560.png,happiness
fer0000561.png,anger
fer0000561.png,anger
fer0000562.png,anger
fer0000562.png,anger
fer0000564.png,sadness
fer0000566.png,happiness
fer0000567.png,happiness
fer0000568.png,neutral
fer0000569.png,happiness
fer0000570.png,happiness
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000571.png,contempt
fer0000572.png,happiness
fer0000573.png,neutral
fer0000575.png,sadness
fer0000576.png,surprise
fer0000577.png,sadness
fer0000578.png,sadness
fer0000579.png,surprise
fer0000580.png,surprise
fer0000581.png,surprise
fer0000582.png,happiness
fer0000584.png,happiness
fer0000587.png,happiness
fer0000590.png,neutral
fer0000591.png,anger
fer0000591.png,anger
fer0000592.png,happiness
fer0000593.png,surprise
fer0000594.png,neutral
fer0000595.png,anger
fer0000595.png,anger
fer0000598.png,neutral
fer0000599.png,neutral
fer0000600.png,sadness
fer0000601.png,neutral
fer0000602.png,neutral
fer0000604.png,happiness
fer0000605.png,sadness
fer0000607.png,happiness
fer0000608.png,sadness
fer0000610.png,neutral
fer0000612.png,sadness
fer0000613.png,neutral
fer0000614.png,neutral
fer0000615.png,neutral
fer0000618.png,happiness
fer0000619.png,surprise
fer0000621.png,happiness
fer0000625.png,neutral
fer0000628.png,neutral
fer0000629.png,sadness
fer0000630.png,surprise
fer0000636.png,surprise
fer0000638.png,sadness
fer0000639.png,happiness
fer0000640.png,neutral
fer0000641.png,neutral
fer0000642.png,neutral
fer0000644.png,surprise
fer0000645.png,surprise
fer0000647.png,neutral
fer0000650.png,surprise
fer0000651.png,happiness
fer0000655.png,happiness
fer0000656.png,happiness
fer0000657.png,happiness
fer0000658.png,surprise
fer0000661.png,neutral
fer0000662.png,happiness
fer0000663.png,anger
fer0000663.png,anger
fer0000664.png,happiness
fer0000665.png,happiness
fer0000666.png,happiness
fer0000668.png,surprise
fer0000669.png,anger
fer0000669.png,anger
fer0000670.png,neutral
fer0000673.png,surprise
fer0000674.png,sadness
fer0000675.png,anger
fer0000675.png,anger
fer0000676.png,neutral
fer0000677.png,neutral
fer0000678.png,sadness
fer0000679.png,neutral
fer0000680.png,happiness
fer0000681.png,neutral
fer0000684.png,surprise
fer0000685.png,happiness
fer0000686.png,neutral
fer0000687.png,sadness
fer0000689.png,happiness
fer0000690.png,surprise
fer0000694.png,neutral
fer0000695.png,neutral
fer0000696.png,surprise
fer0000700.png,sadness
fer0000701.png,sadness
fer0000702.png,anger
fer0000702.png,anger
fer0000703.png,neutral
fer0000706.png,surprise
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000708.png,fear
fer0000709.png,sadness
fer0000710.png,sadness
fer0000712.png,anger
fer0000712.png,anger
fer0000714.png,anger
fer0000714.png,anger
fer0000716.png,sadness
fer0000717.png,surprise
fer0000718.png,happiness
fer0000719.png,happiness
fer0000720.png,happiness
fer0000721.png,sadness
fer0000725.png,sadness
fer0000726.png,happiness
fer0000727.png,neutral
fer0000728.png,neutral
fer0000732.png,happiness
fer0000733.png,sadness
fer0000735.png,happiness
fer0000737.png,neutral
fer0000739.png,neutral
fer0000740.png,surprise
fer0000741.png,sadness
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000742.png,fear
fer0000743.png,sadness
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000744.png,fear
fer0000747.png,sadness
fer0000748.png,surprise
fer0000749.png,surprise
fer0000750.png,sadness
fer0000751.png,neutral
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000752.png,contempt
fer0000753.png,sadness
fer0000754.png,anger
fer0000754.png,anger
fer0000756.png,anger
fer0000756.png,anger
fer0000757.png,surprise
fer0000758.png,happiness
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000759.png,contempt
fer0000761.png,surprise
fer0000765.png,neutral
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000766.png,fear
fer0000769.png,surprise
fer0000770.png,happiness
fer0000773.png,happiness
fer0000775.png,surprise
fer0000779.png,neutral
fer0000780.png,sadness
fer0000781.png,surprise
fer0000782.png,surprise
fer0000786.png,happiness
fer0000787.png,surprise
fer0000790.png,happiness
fer0000791.png,neutral
fer0000792.png,neutral
fer0000793.png,neutral
fer0000795.png,neutral
fer0000796.png,sadness
fer0000797.png,anger
fer0000797.png,anger
fer0000798.png,neutral
fer0000799.png,neutral
fer0000800.png,happiness
fer0000801.png,happiness
fer0000802.png,happiness
fer0000808.png,happiness
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000809.png,fear
fer0000810.png,sadness
