filename,class
fer0000001.png,neutral
fer0000002.png,neutral
fer0000004.png,neutral
fer0000005.png,neutral
fer0000006.png,sadness
fer0000007.png,happiness
fer0000008.png,happiness
fer0000009.png,surprise
fer0000010.png,anger
fer0000011.png,neutral
fer0000013.png,neutral
fer0000014.png,happiness
fer0000015.png,surprise
fer0000016.png,happiness
fer0000019.png,neutral
fer0000020.png,neutral
fer0000021.png,fear
fer0000022.png,anger
fer0000024.png,happiness
fer0000025.png,happiness
fer0000027.png,anger
fer0000028.png,happiness
fer0000029.png,surprise
fer0000030.png,happiness
fer0000031.png,neutral
fer0000032.png,happiness
fer0000033.png,neutral
fer0000034.png,happiness
fer0000035.png,neutral
fer0000036.png,neutral
fer0000037.png,neutral
fer0000038.png,anger
fer0000039.png,happiness
fer0000040.png,sadness
fer0000041.png,happiness
fer0000042.png,sadness
fer0000043.png,anger
fer0000044.png,neutral
fer0000045.png,surprise
fer0000046.png,happiness
fer0000047.png,neutral
fer0000048.png,neutral
fer0000049.png,sadness
fer0000050.png,neutral
fer0000051.png,fear
fer0000053.png,neutral
fer0000054.png,sadness
fer0000055.png,surprise
fer0000056.png,neutral
fer0000057.png,happiness
fer0000058.png,neutral
fer0000059.png,neutral
fer0000060.png,surprise
fer0000061.png,happiness
fer0000062.png,sadness
fer0000063.png,happiness
fer0000064.png,neutral
fer0000065.png,neutral
fer0000066.png,happiness
fer0000067.png,anger
fer0000068.png,neutral
fer0000069.png,sadness
fer0000071.png,sadness
fer0000074.png,neutral
fer0000075.png,anger
fer0000076.png,neutral
fer0000077.png,surprise
fer0000078.png,neutral
fer0000079.png,happiness
fer0000080.png,surprise
fer0000081.png,happiness
fer0000082.png,neutral
fer0000083.png,sadness
fer0000084.png,neutral
fer0000087.png,surprise
fer0000088.png,neutral
fer0000089.png,happiness
fer0000090.png,neutral
fer0000092.png,happiness
fer0000093.png,neutral
fer0000094.png,neutral
fer0000095.png,fear
fer0000096.png,happiness
fer0000097.png,neutral
fer0000098.png,happiness
fer0000099.png,happiness
fer0000101.png,neutral
fer0000102.png,happiness
fer0000103.png,neutral
fer0000104.png,happiness
fer0000105.png,neutral
fer0000106.png,anger
fer0000107.png,surprise
fer0000108.png,happiness
fer0000109.png,sadness
fer0000110.png,happiness
fer0000111.png,neutral
fer0000113.png,neutral
fer0000114.png,sadness
fer0000115.png,neutral
fer0000116.png,anger
fer0000117.png,happiness
fer0000118.png,neutral
fer0000119.png,anger
fer0000120.png,sadness
fer0000121.png,neutral
fer0000123.png,happiness
fer0000124.png,happiness
fer0000126.png,neutral
fer0000127.png,surprise
fer0000128.png,neutral
fer0000129.png,sadness
fer0000130.png,sadness
fer0000131.png,fear
fer0000132.png,happiness
fer0000133.png,neutral
fer0000134.png,neutral
fer0000135.png,neutral
fer0000136.png,anger
fer0000137.png,neutral
fer0000138.png,happiness
fer0000140.png,neutral
fer0000141.png,happiness
fer0000142.png,happiness
fer0000143.png,happiness
fer0000144.png,happiness
fer0000146.png,anger
fer0000147.png,neutral
fer0000148.png,surprise
fer0000150.png,anger
fer0000151.png,neutral
fer0000152.png,happiness
fer0000153.png,neutral
fer0000154.png,surprise
fer0000155.png,happiness
fer0000157.png,neutral
fer0000158.png,sadness
fer0000159.png,surprise
fer0000160.png,neutral
fer0000161.png,happiness
fer0000163.png,neutral
fer0000164.png,happiness
fer0000165.png,neutral
fer0000166.png,happiness
fer0000167.png,neutral
fer0000168.png,neutral
fer0000170.png,sadness
fer0000171.png,neutral
fer0000173.png,neutral
fer0000174.png,surprise
fer0000175.png,surprise
fer0000176.png,neutral
fer0000177.png,surprise
fer0000178.png,anger
fer0000179.png,happiness
fer0000180.png,surprise
fer0000181.png,happiness
fer0000182.png,neutral
fer0000184.png,neutral
fer0000185.png,anger
fer0000186.png,happiness
fer0000187.png,neutral
fer0000189.png,fear
fer0000190.png,surprise
fer0000191.png,surprise
fer0000192.png,surprise
fer0000193.png,surprise
fer0000194.png,neutral
fer0000195.png,happiness
fer0000197.png,neutral
fer0000198.png,surprise
fer0000199.png,sadness
fer0000200.png,sadness
fer0000202.png,neutral
fer0000203.png,sadness
fer0000204.png,surprise
fer0000205.png,happiness
fer0000206.png,happiness
fer0000207.png,surprise
fer0000208.png,neutral
fer0000209.png,happiness
fer0000210.png,neutral
fer0000211.png,sadness
fer0000212.png,happiness
fer0000213.png,happiness
fer0000214.png,happiness
fer0000215.png,happiness
fer0000216.png,neutral
fer0000217.png,happiness
fer0000218.png,happiness
fer0000220.png,neutral
fer0000221.png,neutral
fer0000222.png,neutral
fer0000223.png,surprise
fer0000224.png,anger
fer0000225.png,neutral
fer0000226.png,surprise
fer0000227.png,neutral
fer0000229.png,surprise
fer0000230.png,sadness
fer0000231.png,happiness
fer0000232.png,anger
fer0000233.png,happiness
fer0000234.png,neutral
fer0000235.png,neutral
fer0000236.png,surprise
fer0000237.png,sadness
fer0000238.png,neutral
fer0000239.png,happiness
fer0000240.png,sadness
fer0000241.png,anger
fer0000242.png,neutral
fer0000244.png,anger
fer0000245.png,neutral
fer0000246.png,happiness
fer0000247.png,anger
fer0000248.png,neutral
fer0000249.png,neutral
fer0000250.png,surprise
fer0000251.png,surprise
fer0000252.png,happiness
